ID,experiment,Acc_Exp,shelf,tank,tankID,exp_pCO2,pCO2,PopOrigin,length,width,pop,DrillDate,survival,survival_date,sample_index,tpnum_actual,sample_date,t_start,t_shuck,t_end,g_index,g_collect,g_20,m_tissue,dm_tissue,g_tissue,p_fluid,wet_wgt,tin_wgt,dry_wgt,wet_wgtcorr,dry_wgtcorr,bag_wgt,totalshell_wgt,shell_wgt,dry_end_meas,Hard_Nell_Index,Hard_Nell_Size_Correction,ShellWt_ShellSizeCor,Simple_ConditionIndex,Repair_Shell_Quality,notes
17146,calcein,DEAD,NA,NA,NA,NA,NA,Rowley2-Sawyers,2.927,1.532,Rowley2,20170427,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2,
17147,exposure,Exposure,4,1,10,2800,2800,Rowley1-RR,4.948,1.615,Rowley,20170427,Y,20170606,82,5,20170606,10:49,10:54,10:59,0,Y,NA,Y,Y,Y,Y,5.26,1.29,1.77,3.97,0.48,11.54,53.23,41.69,41.69,2.900139146,0.5861235138,5.217106202,16.9800955,0,
17148,calcein,Calcein,2,3,6,400,400,Ipswich,4.654,2.124,Ipswich,20170427,Y,20170915,184,11,20170915,11:28,11:29,11:35,0,N,N,Y,Y,Y,N,4.92,1.28,NA,NA,NA,NA,NA,NA,64.436,#VALUE!,#VALUE!,6.518500174,#VALUE!,3,
17149,exposure,Acclimation,4,1,10,2800,400,Rowley2-Sawyers,2.631,1.697,Rowley2,20170427,Y,20170509,10,1,20170509,NA,11:30,NA,0,N,NA,Y,Y,Y,Y,2.21,1.29,0.41,0.92,-0.88,6.63,26.07,19.44,19.44,-49.20379317,-18.70155575,4.354051586,-41.64677024,0,
17150,exposure,Acclimation,2,3,6,400,400,Rowley1-RR,4.1,2.251,Rowley,20170427,Y,20170602,42,3,20170602,14:47,14:53,14:59,0,Y,NA,Y,Y,Y,N,8.94,1.29,2.33,7.65,1.04,11.6,92.7,81.1,81.1,1.676297317,0.4088530042,8.787422392,34.23368604,1,
17151,exposure,Exposure,5,2,14,900,900,Ipswich,3.088,2.12,Ipswich,20170427,Y,20170626,121,7,20170626,10:42,10:58,11:05,0,Y,NA,Y,Y,Y,Y,7.7,1.27,2.54,6.43,1.27,NA,NA,NA,40.56,4.869616964,1.576948499,6.195620295,49.63604215,2,
17152,calcein,Calcein,1,3,3,400,400,Rowley2-Sawyers,3.031,2.004,Rowley2,20170501,Y,20170915,179,11,20170915,13:09,13:11,13:13,0,N,N,Y,Y,Y,N,3.64,1.3,NA,NA,NA,NA,NA,NA,27.058,#VALUE!,#VALUE!,4.454634117,#VALUE!,1,
17153,exposure,Exposure,5,2,14,900,900,Rowley1-RR,4.089,2.869,Rowley,20170427,Y,20170822,170,10,20170824,12:02,12:08,12:12,0,N,N,Y,Y,Y,Y,6.98,1.26,2.308,5.72,1.048,NA,NA,NA,71.774,2.552690155,0.6242822586,6.11814114,30.59760637,3,
17154,exposure,Exposure,3,1,7,900,900,Ipswich,3.841,2.465,Ipswich,20170427,Y,20170613,97,6,20170613,13:36,13:40,13:45,0,Y,Y,Y,Y,Y,Y,11.74,1.31,3.16,10.43,1.85,11.41,91.55,80.14,80.14,2.213288777,0.5762272266,8.464242694,60.1230651,3,
17155,exposure,Exposure,3,3,9,900,900,Rowley2-Sawyers,2.498,1.876,Rowley2,20170427,Y,20170606,81,5,20170606,13:47,13:53,13:57,0,N,NA,Y,Y,Y,Y,3.07,1.29,1.52,1.78,0.23,11.43,40.78,29.35,29.35,4.402503685,1.762411403,6.263006141,10.62466394,2,
17156,exposure,Exposure,5,3,15,900,900,Rowley1-RR,3.556,2.433,Rowley,20170427,Y,20170822,171,10,20170824,11:19,11:25,11:30,0,N,N,Y,Y,Y,Y,3.6,1.29,1.577,2.31,0.287,NA,NA,NA,49.394,2.515334337,0.7073493636,5.70913531,9.75730692,3,
17157,exposure,Exposure,2,3,6,400,400,Ipswich,2.979,2.137,Ipswich,20170427,Y,20170626,114,7,20170626,14:20,14:26,14:30,0,Y,NA,Y,Y,Y,Y,8.28,1.29,2.36,6.99,1.07,NA,NA,NA,39.87,3.839373529,1.288812866,6.262838465,42.40785097,4,
17158,exposure,Exposure,3,3,9,900,900,Rowley2-Sawyers,3.5,1.943,Rowley2,20170501,Y,20170724,135,8,20170724,15:11,15:21,15:24,0,N,N,Y,Y,Y,Y,5.57,1.29,1.663,4.28,0.373,NA,NA,NA,37.207,2.342288621,0.6692253202,5.471215352,14.30337119,1,
17159,exposure,Exposure,6,1,16,2800,2800,Rowley1-RR,2.872,1.6,Rowley,20170427,Y,20170822,172,10,20170824,11:09,11:18,11:24,0,N,N,Y,Y,Y,Y,2.38,1.29,1.466,1.09,0.176,NA,NA,NA,20.963,7.702518242,2.681935321,4.561934192,8.210327079,2,
17160,exposure,Acclimation,6,2,17,2800,400,Ipswich,3.284,2.278,Ipswich,20170427,Y,20170517,35,2,20170517,13:48,13:59,14:04,0,N,NA,Y,Y,Y,Y,7.29,1.3,2.15,5.99,0.85,11.54,48.93,37.39,37.39,3.795217223,1.155669069,4.998026989,31.07710045,2,
17161,calcein,Calcein,3,1,7,900,900,Rowley2-Sawyers,2.931,1.842,Rowley2,20170501,Y,20170915,185,11,20170915,10:45,10:46,10:49,0,N,N,Y,Y,Y,N,2.76,1.29,NA,NA,NA,NA,NA,NA,27.11,#VALUE!,#VALUE!,5.021391387,#VALUE!,3,
17162,exposure,Exposure,2,3,6,400,400,Rowley1-RR,4.383,2.317,Rowley,20170427,Y,20170613,96,6,20170613,11:25,11:28,11:33,0,N,NA,Y,Y,Y,Y,9.24,1.29,2.2,7.95,0.91,11.37,94.4,83.03,83.03,1.378603021,0.3145341138,8.175936946,28.55568878,5,
17163,exposure,Exposure,2,1,4,400,400,Rowley2-Sawyers,2.788,1.691,Rowley2,20170501,Y,20170626,112,7,20170626,14:26,14:32,14:36,0,Y,NA,Y,Y,Y,Y,3.93,1.29,1.64,2.64,0.35,NA,NA,NA,16.365,8.101176754,2.905730543,3.471199964,16.1194365,5,
17164,calcein,DEAD,4,2,11,2800,2800,Ipswich,3.325,1.922,Ipswich,20170427,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2,
17165,exposure,Acclimation,1,3,3,400,400,Rowley1-RR,2.66,1.859,Rowley,20170427,Y,20170602,39,3,20170602,11:33,11:40,11:49,0,Y,NA,Y,Y,Y,Y,4.34,1.29,1.93,3.05,0.64,11.5,38.82,27.32,27.32,7.680675899,2.887472143,5.524839533,28.78057463,1,
17166,exposure,Exposure,2,3,6,400,400,Rowley2-Sawyers,3.719,1.815,Rowley2,20170501,Y,20170724,132,8,20170724,14:09,14:16,14:19,0,N,N,Y,Y,Y,Y,7.04,1.28,2.38,5.76,1.1,NA,NA,NA,30.697,6.221201493,1.672815674,4.54771381,42.33906678,5,
17167,calcein,Calcein,6,1,16,2800,2800,Ipswich,4.833,2.47,Ipswich,20170427,Y,20170915,200,11,20170915,14:02,14:09,14:12,0,N,N,Y,Y,Y,N,8.11,1.29,NA,NA,NA,NA,NA,NA,92.451,#VALUE!,#VALUE!,7.7445799,#VALUE!,1,
17168,exposure,Exposure,6,2,17,2800,2800,Rowley1-RR,3.03,1.775,Rowley,20170427,Y,20170822,173,10,20170824,10:33,10:39,10:44,0,N,N,Y,Y,Y,Y,3.91,1.27,1.705,2.64,0.435,NA,NA,NA,33.144,4.971419481,1.640732502,6.162599359,18.7572326,2,
17169,calcein,Calcein,4,3,12,2800,2800,Rowley2-Sawyers,2.859,1.876,Rowley2,20170501,Y,20170915,193,11,20170915,14:26,14:27,14:30,0,N,N,Y,Y,Y,N,3.35,1.29,NA,NA,NA,NA,NA,NA,19.02,#VALUE!,#VALUE!,3.546202431,#VALUE!,3,
17170,exposure,Exposure,4,2,11,2800,2800,Ipswich,2.984,2.227,Ipswich,20170427,Y,20170724,137,8,20170724,15:27,15:33,15:36,0,N,N,Y,Y,Y,Y,4.4,1.3,1.759,3.1,0.459,NA,NA,NA,32.195,4.598991027,1.541216832,4.844727937,17.80545875,4,
17171,exposure,Acclimation,3,1,7,900,400,Rowley1-RR,3.469,1.927,Rowley,20170427,Y,20170517,25,2,20170517,11:09,11:24,11:30,0,Y,NA,Y,Y,Y,N,5.72,1.29,2.08,4.43,0.79,11.42,45.56,34.14,34.14,5.223478943,1.50575928,5.107136932,30.55512636,3,
17172,calcein,Calcein,5,3,15,900,900,Rowley2-Sawyers,2.43,1.742,Rowley2,20170501,Y,20170915,196,11,20170915,12:51,12:53,12:57,0,N,N,Y,Y,Y,N,3.04,1.29,NA,NA,NA,NA,NA,NA,18.406,#VALUE!,#VALUE!,4.348154763,#VALUE!,4,
17173,exposure,Exposure,5,3,15,900,900,Ipswich,3.838,2.015,Ipswich,20170427,Y,20170613,105,6,20170613,13:43,13:47,13:52,0,Y,NA,Y,Y,Y,Y,7.28,1.29,2.15,5.99,0.86,11.52,67.38,55.86,55.86,2.57022236,0.66967753,7.223054812,30.92490974,1,
17174,exposure,Exposure,1,3,3,400,400,Rowley1-RR,3.163,1.694,Rowley,20170427,Y,20170613,93,6,20170613,14:22,14:27,14:32,0,N,NA,Y,Y,Y,Y,3.28,1.29,1.6,1.99,0.31,11.45,35.27,23.82,23.82,6.53983604,2.067605451,4.445587465,13.39230695,NA,
17175,exposure,DEAD,NA,NA,NA,NA,NA,Rowley2-Sawyers,2.926,1.865,Rowley2,20170501,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2,
17176,exposure,Exposure,2,1,4,400,400,Ipswich,3.325,1.834,Ipswich,20170427,Y,20170613,94,6,20170613,13:28,13:34,13:38,0,Y,NA,Y,Y,Y,N,4.74,1.3,1.97,3.44,0.67,11.28,59.61,48.33,48.33,4.029949138,1.212014778,7.925484376,27.13184405,3,
17177,exposure,DEAD,2,1,4,400,400,Rowley1-RR,3.37,1.953,Rowley,20170427,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3,
17178,exposure,Exposure,4,2,11,2800,2800,Rowley2-Sawyers,4.003,2.24,Rowley2,20170501,Y,20170822,154,9,20170822,13:48,14:01,14:06,0,N,N,Y,Y,Y,Y,7.57,1.28,2.291,6.29,1.011,NA,NA,NA,71.263,2.255466645,0.5634440783,7.947499197,33.76248089,1,
17179,exposure,Exposure,3,3,9,900,900,Ipswich,3.166,2.011,Ipswich,20170427,Y,20170626,117,7,20170626,10:50,11:07,11:11,0,Y,NA,Y,Y,Y,Y,5.28,1.28,1.9,4,0.62,NA,NA,NA,39.653,3.908909792,1.234652493,6.228064031,24.57141681,1,
17180,calcein,Calcein,5,3,15,900,900,Rowley1-RR,3.156,2.071,Rowley,20170427,Y,20170915,197,11,20170915,13:38,13:39,13:41,0,N,N,Y,Y,Y,N,5,1.29,NA,NA,NA,NA,NA,NA,45.884,#VALUE!,#VALUE!,7.020114209,#VALUE!,1,
17181,exposure,Exposure,4,2,11,2800,2800,Rowley2-Sawyers,3.412,2.065,Rowley2,20170501,Y,20170613,101,6,20170613,11:18,11:21,11:26,0,Y,NA,Y,Y,Y,Y,5.35,1.28,2.09,4.07,0.81,11.34,38.76,27.42,27.42,7.258103538,2.12722847,3.891691197,30.51549925,1,
17182,exposure,Exposure,1,2,2,400,400,Ipswich,2.562,1.821,Ipswich,20170427,Y,20170626,110,7,20170626,14:32,14:40,14:45,0,Y,NA,Y,Y,Y,N,3.45,1.28,1.67,2.17,0.39,NA,NA,NA,27.95,6.430178973,2.509827858,5.990909251,18.05593869,4,
17183,exposure,Acclimation,5,3,15,900,400,Rowley1-RR,3.561,1.759,Rowley,20170427,Y,20170602,51,3,20170602,14:19,14:25,14:31,0,N,NA,Y,Y,Y,Y,4.83,1.3,1.69,3.53,0.39,11.37,47.72,36.35,36.35,3.039383395,0.8535196279,5.803187491,15.58280731,4,
17184,exposure,Exposure,3,2,8,900,900,Rowley2-Sawyers,4.062,2.483,Rowley2,20170501,Y,20170613,98,6,20170613,10:30,10:34,10:41,0,N,NA,Y,Y,Y,Y,7.67,1.29,2.5,6.38,1.21,11.6,68.21,56.61,56.61,3.35020619,0.8247676489,5.612760568,38.10018207,3,
17185,exposure,Acclimation,2,3,6,400,400,Ipswich,3.713,1.979,Ipswich,20170427,Y,20170509,6,1,20170509,NA,14:38,NA,0,N,NA,Y,Y,Y,Y,3.69,1.28,0.43,2.41,-0.85,11.34,53.18,41.84,41.84,-8.429662893,-2.270310502,5.69404549,-31.35693126,0,
17186,exposure,Exposure,2,3,6,400,400,Rowley1-RR,3.781,2.148,Rowley,20170427,Y,20170605,59,4,20170605,11:31,11:59,12:05,0,Y,NA,Y,Y,Y,Y,8.06,1.3,2.41,6.76,1.11,11.5,77.07,65.57,65.57,2.50421204,0.662314742,8.073544238,38.94955512,2,
17187,exposure,Exposure,5,3,15,900,900,Rowley2-Sawyers,3.33,1.93,Rowley2,20170501,Y,20170606,87,5,20170606,13:18,13:20,13:24,0,N,NA,Y,Y,Y,Y,4.18,1.29,1.73,2.89,0.44,11.61,33.28,21.67,21.67,7.025802259,2.109850528,3.371765548,17.35609047,0,
17188,calcein,Calcein,6,3,18,2800,2800,Ipswich,2.709,1.584,Ipswich,20170427,Y,20170915,201,11,20170915,11:19,11:20,11:25,0,N,N,Y,Y,Y,N,2.16,1.29,NA,NA,NA,NA,NA,NA,19.581,#VALUE!,#VALUE!,4.563212412,#VALUE!,1,
17189,exposure,Exposure,1,2,2,400,400,Rowley1-RR,5.373,2.222,Rowley,20170427,Y,20170605,56,4,20170605,14:59,15:05,15:09,0,N,NA,Y,Y,Y,Y,13.44,1.29,3.07,12.15,1.78,11.58,115.89,104.31,104.31,1.404487179,0.2613972043,8.73705461,51.51569398,1,
17190,exposure,Exposure,6,1,16,2800,2800,Rowley2-Sawyers,2.984,2.015,Rowley2,20170501,Y,20170626,123,7,20170626,11:31,11:40,11:44,0,N,NA,Y,Y,Y,Y,2.77,1.29,1.48,1.48,0.19,NA,NA,NA,39.737,3.230701321,1.082674705,6.608778664,7.748482675,1,
17191,exposure,Acclimation,2,1,4,400,400,Ipswich,2.792,1.595,Ipswich,20170501,Y,20170602,40,3,20170602,13:42,13:50,13:56,0,N,NA,Y,Y,Y,Y,3.56,1.3,1.53,2.26,0.23,11.51,31.69,20.18,20.18,5.043107607,1.806270633,4.531532098,10.89907862,3,
17192,exposure,Acclimation,6,2,17,2800,400,Rowley1-RR,3.598,2.575,Rowley,20170427,Y,20170509,17,1,20170509,NA,14:18,NA,0,Y,NA,Y,Y,Y,Y,4.98,1.29,0.75,3.69,-0.54,6.78,52.64,45.86,45.86,-3.191048047,-0.8868949546,4.949891256,-17.74085571,0,
17193,calcein,Calcein,3,3,9,900,900,Rowley2-Sawyers,5.746,2.198,Rowley2,20170501,Y,20170915,188,11,20170915,13:00,13:03,13:06,0,N,N,Y,Y,Y,N,11.51,1.29,NA,NA,NA,NA,NA,NA,77.151,#VALUE!,#VALUE!,6.108692299,#VALUE!,1,
17194,calcein,Calcein,5,3,15,900,900,Ipswich,3.548,1.997,Ipswich,20170501,Y,20170915,198,11,20170915,13:31,13:32,13:35,0,N,N,Y,Y,Y,N,5.22,1.29,NA,NA,NA,NA,NA,NA,42.469,#VALUE!,#VALUE!,5.99391195,#VALUE!,3,
17195,exposure,Exposure,1,1,1,400,400,Rowley1-RR,5.115,1.813,Rowley,20170501,Y,20170606,73,5,20170606,10:26,10:31,10:37,0,N,NA,Y,Y,Y,Y,8.88,1.29,2.11,7.59,0.82,11.61,62.24,50.63,50.63,2.133851287,0.4171752271,5.459646013,26.92725799,1,
17196,exposure,Exposure,5,1,13,900,900,Rowley2-Sawyers,3.941,2.612,Rowley2,20170501,Y,20170605,65,4,20170605,15:40,15:50,15:54,0,Y,NA,Y,Y,Y,Y,6.11,1.29,2.09,4.82,0.8,11.82,50,38.18,38.18,4.347174011,1.103063692,3.708995587,24.9344724,2,
17197,exposure,Acclimation,4,1,10,2800,400,Ipswich,3.404,1.727,Ipswich,20170501,Y,20170602,46,3,20170602,11:51,11:59,12:05,0,Y,NA,Y,Y,Y,Y,10.74,1.28,2.43,9.46,1.15,11.51,50.42,38.91,38.91,3.124247803,0.9178166285,6.618801274,47.43041186,3,
17198,exposure,Exposure,3,1,7,900,900,Rowley1-RR,2.713,1.894,Rowley,20170501,Y,20170606,79,5,20170606,10:32,10:43,10:47,0,N,NA,Y,Y,Y,Y,4.47,1.29,1.9,3.18,0.61,11.51,39.89,28.38,28.38,6.759122599,2.491383192,5.52309639,26.91007764,4,
17199,exposure,Exposure,6,1,16,2800,2800,Rowley2-Sawyers,2.899,1.585,Rowley2,20170501,Y,20170605,68,4,20170605,15:57,16:12,16:16,0,N,NA,Y,Y,Y,N,3.63,1.27,1.7,2.36,0.43,11.36,31.15,19.79,19.79,9.206841325,3.175867998,4.306934949,20.05994392,2,
17200,calcein,Calcein,3,3,9,900,900,Ipswich,2.736,1.468,Ipswich,20170501,Y,20170915,187,11,20170915,10:08,10:12,10:18,0,N,N,Y,Y,Y,N,2.31,1.31,NA,NA,NA,NA,NA,NA,14.069,#VALUE!,#VALUE!,3.502846296,#VALUE!,2,
17201,exposure,DEAD,6,3,18,2800,2800,Rowley1-RR,3.593,2.508,Rowley,20170501,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,
17202,exposure,Acclimation,2,3,6,400,400,Rowley2-Sawyers,2.322,1.578,Rowley2,20170501,Y,20170517,24,2,20170517,10:57,11:11,11:18,0,N,NA,Y,Y,Y,N,3.28,1.28,1.69,2,0.41,11.42,25.81,14.39,14.39,14.24600417,6.135230047,3.927277412,21.4190029,1,
17203,exposure,Exposure,2,1,4,400,400,Ipswich,2.355,1.714,Ipswich,20170501,Y,20170822,147,9,20170822,10:43,10:48,10:53,0,N,N,Y,Y,Y,Y,2.64,1.3,1.486,1.34,0.186,NA,NA,NA,18.881,7.351621744,3.121707747,4.677601964,9.257891351,1,
17204,exposure,Exposure,5,3,15,900,900,Rowley1-RR,4.272,2.345,Rowley,20170501,Y,20170822,158,9,20170822,10:20,10:30,10:36,0,N,N,Y,Y,Y,Y,6.55,1.3,2.198,5.25,0.898,NA,NA,NA,89.908,1.902473852,0.4453356394,8.974788976,28.37195688,0,
17205,exposure,Acclimation,6,2,17,2800,400,Rowley2-Sawyers,3.001,2.015,Rowley2,20170501,Y,20170602,53,3,20170602,14:01,14:06,14:11,0,N,NA,Y,Y,Y,Y,4.8,1.29,1.8,3.51,0.51,11.42,32.87,21.45,21.45,6.773852928,2.257198576,3.547204695,20.73956548,1,
17206,exposure,Exposure,3,2,8,900,900,Ipswich,1.771,3.015,Ipswich,20170501,Y,20170724,134,8,20170724,12:39,12:52,13:08,0,N,N,Y,Y,Y,Y,4.18,1.3,1.835,2.88,0.535,NA,NA,NA,23.726,7.829549393,4.420976506,4.443433126,23.15265728,3,
17207,exposure,Exposure,2,1,4,400,400,Rowley1-RR,2.921,2.149,Rowley,20170501,Y,20170606,76,5,20170606,13:22,13:29,13:34,0,N,NA,Y,Y,Y,N,5.45,1.28,2.01,4.17,0.73,11.54,54.63,43.09,43.09,4.062658437,1.390845066,6.864493871,29.13660014,2,
17208,exposure,Exposure,5,2,14,900,900,Rowley2-Sawyers,3.924,1.92,Rowley2,20170501,Y,20170822,157,9,20170822,11:23,11:28,11:34,0,N,N,Y,Y,Y,Y,5.68,1.29,1.951,4.39,0.661,NA,NA,NA,35.336,4.261078676,1.085901803,4.690154604,24.08165586,3,
17209,exposure,Acclimation,3,3,9,900,400,Ipswich,3.561,2.063,Ipswich,20170501,Y,20170509,9,1,20170509,NA,14:58,NA,0,N,NA,Y,Y,Y,Y,7.79,1.27,1.4,6.52,0.13,11.42,44.55,33.13,33.13,0.6018306763,0.1690060871,4.509726812,4.796315592,0,
17210,exposure,Exposure,6,2,17,2800,2800,Ipswich,5.615,2.613,Ipswich,20170427,Y,20170724,143,8,20170724,13:52,13:56,13:59,0,N,N,Y,Y,Y,Y,14.41,1.29,2.751,13.12,1.461,NA,NA,NA,87.459,1.27324469,0.2267577364,5.960948051,38.14219049,3,
17211,exposure,Exposure,2,2,5,400,400,Rowley2-Sawyers,3.845,2.28,Rowley2,20170501,Y,20170822,148,9,20170822,13:11,13:13,13:17,0,N,N,Y,Y,Y,Y,6.14,1.29,1.983,4.85,0.693,NA,NA,NA,50.454,2.832017242,0.7365454466,5.755252892,23.40548469,1,
17212,exposure,Exposure,5,3,15,900,900,Ipswich,3.409,2.374,Ipswich,20170501,Y,20170605,67,4,20170605,15:23,15:35,15:39,0,Y,NA,Y,Y,Y,N,6.74,1.28,2.23,5.46,0.95,11.51,40.2,28.69,28.69,6.064575601,1.778989616,3.545053816,33.39410031,2,
17213,exposure,Exposure,4,1,10,2800,2800,Ipswich,4.081,2.422,Ipswich,20170427,Y,20170822,153,9,20170822,13:16,13:21,13:26,0,N,N,Y,Y,Y,Y,7.05,1.28,2.217,5.77,0.937,NA,NA,NA,65.381,2.483774814,0.6086191654,6.614710251,29.80363418,1,
17214,calcein,Calcein,5,2,14,900,900,Rowley2-Sawyers,3.266,1.379,Rowley2,20170501,Y,20170915,195,11,20170915,11:38,11:39,11:43,0,N,N,Y,Y,Y,N,2.56,1.28,NA,NA,NA,NA,NA,NA,20.398,#VALUE!,#VALUE!,4.529050267,#VALUE!,3,
17215,exposure,Exposure,3,2,8,900,900,Rowley1-RR,2.03,1.997,Rowley,20170501,Y,20170605,61,4,20170605,15:32,15:44,15:49,0,N,NA,Y,Y,Y,N,2.51,1.29,1.46,1.22,0.17,11.41,22.2,10.79,10.79,12.91420411,6.361676899,2.66162791,8.443293185,0,
17216,calcein,DEAD,2,1,4,400,400,Ipswich,4.664,2.255,Ipswich,20170427,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,
17217,exposure,Exposure,1,1,1,400,400,Rowley2-Sawyers,2.419,1.848,Rowley2,20170501,Y,20170605,55,4,20170605,11:38,12:15,12:20,0,Y,NA,Y,Y,Y,Y,3.98,1.3,1.73,2.68,0.43,11.43,42.75,31.32,31.32,5.122853167,2.11775658,7.006222384,20.33759235,2,
17218,exposure,Exposure,5,3,15,900,900,Rowley2-Sawyers,3.104,1.95,Rowley2,20170501,Y,20170724,141,8,20170724,15:21,15:27,15:31,0,N,N,Y,Y,Y,Y,3.08,1.29,1.578,1.79,0.288,NA,NA,NA,21.621,7.441554727,2.397408095,3.572065821,11.7061565,0,
17219,calcein,DEAD,1,1,1,400,400,Ipswich,2.992,2.009,Ipswich,20170501,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1,
17220,exposure,Exposure,1,2,2,400,400,Ipswich,3.746,2.213,Ipswich,20170501,Y,20170606,74,5,20170606,11:10,11:17,11:22,0,N,NA,Y,Y,Y,Y,4.52,1.29,1.78,3.23,0.49,11.45,68.5,57.05,57.05,2.659119831,0.7098558012,6.881869958,17.01850813,3,
17221,exposure,Acclimation,4,2,11,2800,400,Rowley1-RR,4.392,2.2,Rowley,20170501,Y,20170509,11,1,20170509,NA,13:51,NA,0,N,NA,Y,Y,Y,Y,7.62,1.29,1.23,6.33,-0.06,6.65,62.73,56.08,56.08,-0.1690205597,-0.03848373398,5.80394105,-1.930228591,0,
17222,exposure,Exposure,6,3,18,2800,2800,Rowley1-RR,3.641,1.703,Rowley,20170501,Y,20170626,125,7,20170626,11:20,11:26,11:30,0,Y,NA,Y,Y,Y,Y,6.7,1.29,2.16,5.41,0.87,NA,NA,NA,49.194,3.268961839,0.8978197854,7.933718918,34.93828548,2,