"","ID","Date","Acc_Exp","shelf","tank","tankID","pCO2.x","length","width","pop","Timepoint","pCO2.y","pHMeasured","pHNBS","pHSW","pHTotal","Temp_Complete","Sal_Complete","CT_Complete","AT_Complete","pH_Complete","pCO2_Complete","CaSat_Complete","ArgSat_Complete","Temp_2W","Sal_2W","pH_NBS_2W","pH_SW_2W","pH_Total_2W","pH_scaleFree_2W","delta_ph_NBS","delta_ph_total"
"61",17075,2017-06-26,"Exposure",3,1,7,900,5.77,1.955,"Rowley2",22,900,7.620689655,7.535052492623,7.40455446709887,7.41490865925885,17.0666666666667,30.5633333333333,2019.83,2091.12333333333,7.67666666666667,979.833333333333,1.79,1.14333333333333,17,30.6671428571429,7.91071428571429,7.78014285714286,7.78871428571429,7.61942857142857,-0.375661793091286,-0.373805626455436
"62",17095,2017-06-26,"Exposure",1,1,1,400,5.149,3.013,"Rowley2",22,400,7.632183908,7.546546745623,7.41604872009887,7.42640291225885,17.5666666666667,30.4866666666667,1925.26333333333,2082.22,7.91666666666667,524.666666666667,2.96,1.89333333333333,17.0857142857143,30.6287142857143,8.19071428571429,8.06,8.06885714285714,7.89985714285714,-0.644167540091286,-0.642454230598292
"63",17110,2017-06-26,"Exposure",4,2,11,2800,4.02,2.471,"Ipswich",22,2800,7.333333333,7.247696170623,7.11719814509887,7.12755233725885,17.4,30.5533333333333,2034.64,2120.53,7.29666666666667,2577.4,0.816666666666667,0.52,17.0142857142857,30.7148571428571,7.52428571428571,7.39414285714286,7.40285714285714,7.23271428571429,-0.276589543662714,-0.275304805598293
"64",17114,2017-06-26,"Exposure",6,2,17,2800,3.992,1.934,"Ipswich",22,2800,7.5,7.414362837623,7.28386481209887,7.29421900425885,17.1,30.5633333333333,2170.6,2117.22,7.26,2698.2,0.736666666666667,0.47,16.9428571428571,30.715,7.57542857142857,7.44528571428571,7.45357142857143,7.28385714285714,-0.161065733805572,-0.159352424312578
"65",17116,2017-06-26,"Exposure",3,2,8,900,3.69,2.401,"Rowley",22,900,7.275862069,7.190224906623,7.05972688109887,7.07008107325885,17.0333333333333,30.53,2012.91333333333,2086.85333333333,7.68666666666667,951.3,1.82,1.16333333333333,16.9285714285714,30.6815714285714,7.90757142857143,7.77728571428571,7.78571428571429,7.61614285714286,-0.717346521948429,-0.715633212455436
"66",17151,2017-06-26,"Exposure",5,2,14,900,3.088,2.12,"Ipswich",22,900,7.528735632,7.443098469623,7.31260044409887,7.32295463625885,17.4,30.5866666666667,1701.57,2094.36666666667,7.76,800.533333333333,2.15666666666667,1.38,17.0571428571429,30.7148571428571,7.93485714285714,7.80428571428571,7.813,7.64314285714286,-0.491758673234143,-0.490045363741149
"67",17157,2017-06-26,"Exposure",2,3,6,400,2.979,2.137,"Ipswich",22,400,7.781609195,7.695972032623,7.56547400709887,7.57582819925885,17.3333333333333,30.5633333333333,1924.64333333333,2087.71666666667,7.93666666666667,502.933333333333,3.04666666666667,1.94666666666667,16.8285714285714,30.715,8.20028571428571,8.07,8.07871428571429,7.90857142857143,-0.504313681662715,-0.502886086455436
"68",17163,2017-06-26,"Exposure",2,1,4,400,2.788,1.691,"Rowley2",22,400,7.396551724,7.310914561623,7.18041653609887,7.19077072825885,17.3333333333333,30.5633333333333,1935.40333333333,2083.33333333333,7.89333333333333,554.833333333333,2.82,1.80333333333333,16.8857142857143,30.6861428571429,8.19442857142857,8.06371428571429,8.07271428571429,7.903,-0.883514009805572,-0.881943557455435
"69",17179,2017-06-26,"Exposure",3,3,9,900,3.166,2.011,"Ipswich",22,900,7.310344828,7.224707665623,7.09420964009887,7.10456383225885,17.0333333333333,30.53,1992.71666666667,2092.42333333333,7.76666666666667,791.3,2.15666666666667,1.38,16.9428571428571,30.7102857142857,7.90785714285714,7.77742857142857,7.78614285714286,7.61614285714286,-0.683149477234143,-0.681579024884007
"70",17182,2017-06-26,"Exposure",1,2,2,400,2.562,1.821,"Ipswich",22,400,7.402298851,7.316661688623,7.18616366309887,7.19651785525885,17.5333333333333,30.5633333333333,1944.45666666667,2082.16333333333,7.86333333333333,627.566666666667,2.69333333333333,1.72333333333333,17.0857142857143,30.7054285714286,8.18814285714286,8.05757142857143,8.06614285714286,7.89628571428571,-0.871481168519857,-0.869625001884008
"71",17190,2017-06-26,"Exposure",6,1,16,2800,2.984,2.015,"Rowley2",22,2800,7.25862069,7.172983527623,7.04248550209887,7.05283969425885,17.1,30.5766666666667,2175.18333333333,2113.23666666667,7.23666666666667,2868.86666666667,0.696666666666667,0.446666666666667,16.9428571428571,30.6911428571429,7.57628571428571,7.44557142857143,7.45442857142857,7.28457142857143,-0.403302186662715,-0.401588877169721
"72",17222,2017-06-26,"Exposure",6,3,18,2800,3.641,1.703,"Rowley",22,2800,7.063218391,6.977581228623,6.84708320309887,6.85743739525885,17.1,30.5633333333333,2165.96,2112.23666666667,7.26,2698.2,0.733333333333333,0.466666666666667,16.9571428571429,30.7148571428571,7.57128571428571,7.44071428571429,7.44957142857143,7.27942857142857,-0.593704485662713,-0.592134033312579
"73",17001,2017-07-24,"Exposure",1,3,3,400,3.586,2.523,"Rowley2",50,400,7.230326296,7.144689133623,7.01094514572408,7.02145397124462,17.7,30.774,1954.57,2107.98,7.9,556.46,2.918,1.866,17.9714285714286,30.8422857142857,8.12,7.98828571428571,7.99728571428571,7.827,-0.975310866377001,-0.975831743041095
"74",17041,2017-07-24,"Exposure",6,3,18,2800,5,2.127,"Rowley2",50,2800,7.213051823,7.127414660623,6.99367067272408,7.00417949824462,17.5833333333333,30.88,2213.05,2148.915,7.22666666666667,2996.96666666667,0.708333333333333,0.451666666666667,18.5714285714286,30.9852857142857,7.32957142857143,7.19785714285714,7.20671428571429,7.03514285714286,-0.202156767948429,-0.202534787469665
"75",17042,2017-07-24,"Exposure",5,1,13,900,2.806,1.971,"Rowley",50,900,7.552783109,7.467145946623,7.33340195872408,7.34391078424462,17.6166666666667,30.87,1921.69333333333,2101.055,7.64,1163.68333333333,1.78666666666667,1.14333333333333,18.2428571428571,30.9567142857143,7.84285714285714,7.71157142857143,7.72028571428571,7.54914285714286,-0.375711196234143,-0.376374930041095
"76",17052,2017-07-24,"Exposure",2,2,5,400,3.968,2.338,"Ipswich",50,400,7.443378119,7.357740956623,7.22399696872408,7.23450579424462,17.46,30.742,1952.862,2097.728,7.878,586.32,2.79,1.784,18.1142857142857,30.9662857142857,8.10442857142857,7.97271428571429,7.98171428571429,7.81014285714286,-0.746687614805572,-0.747208491469666
"77",17085,2017-07-24,"Exposure",6,1,16,2800,6.1,1.844,"Rowley",50,2800,7.005758157,6.920120994623,6.78637700672408,6.79688583224462,17.5833333333333,30.8866666666667,2203.43333333333,2147.715,7.25,2829.08333333333,0.753333333333333,0.483333333333333,18.5714285714286,31.0091428571429,7.33128571428571,7.19971428571429,7.20842857142857,7.03657142857143,-0.411164719662715,-0.411542739183951
"78",17106,2017-07-24,"Exposure",5,2,14,900,3.801,2.507,"Ipswich",50,900,7.644913628,7.559276465623,7.42553247772408,7.43604130324462,17.6,30.808,1851.244,2116.454,7.72,893.04,2.038,1.306,18.2142857142857,30.9807142857143,7.84314285714286,7.71171428571429,7.72042857142857,7.54857142857143,-0.283866391519857,-0.284387268183951
"79",17111,2017-07-24,"Exposure",2,1,4,400,3.09,1.701,"Rowley",50,400,7.598848369,7.513211206623,7.37946721872408,7.38997604424462,17.3833333333333,30.8533333333333,1954.88666666667,2110.50666666667,7.90666666666667,543.2,2.94166666666667,1.88333333333333,18.1142857142857,30.9757142857143,8.10457142857143,7.97285714285714,7.98171428571429,7.81014285714286,-0.591360221948429,-0.591738241469666
"80",17113,2017-07-24,"Exposure",1,1,1,400,3.428,1.361,"Rowley",50,400,7.800383877,7.714746714623,7.58100272672408,7.59151155224462,17.65,30.815,1966.09333333333,2116.425,7.88833333333333,585.65,2.88333333333333,1.84666666666667,17.9571428571429,30.847,8.11757142857143,7.986,7.995,7.82457142857143,-0.402824713948429,-0.40348844775538
"81",17120,2017-07-24,"Exposure",3,1,7,900,3.187,2.04,"Rowley",50,900,7.731285988,7.645648825623,7.51190483772408,7.52241366324462,17.55,30.8633333333333,2048.775,2117.77166666667,7.65833333333333,1037.16666666667,1.78333333333333,1.14,18.0142857142857,30.9662857142857,7.82614285714286,7.69457142857143,7.70357142857143,7.53185714285714,-0.180494031519857,-0.181157765326808
"82",17129,2017-07-24,"Exposure",4,3,12,2800,4.381,2.201,"Rowley2",50,2800,7.414587332,7.328950169623,7.19520618172408,7.20571500724462,17.8,30.87,2057.77666666667,2141.28333333333,7.30333333333333,2513.55,0.846666666666667,0.543333333333333,18.2857142857143,30.9374285714286,7.35542857142857,7.22414285714286,7.23271428571429,7.06157142857143,-0.026478401805571,-0.026999278469666
"83",17133,2017-07-24,"Exposure",4,1,10,2800,2.939,1.977,"Rowley",50,2800,7.161228407,7.075591244623,6.94184725672408,6.95235608224462,17.6333333333333,30.8633333333333,2135.20833333333,2141.46833333333,7.29833333333333,2534.21666666667,0.833333333333333,0.535,18.3285714285714,30.947,7.358,7.22657142857143,7.23528571428571,7.06385714285714,-0.282408755376999,-0.282929632041094
"84",17143,2017-07-24,"Exposure",1,2,2,400,2.731,1.981,"Ipswich",50,400,7.426103647,7.340466484623,7.20672249672408,7.21723132224462,17.68,30.774,1956.412,2109.366,7.894,578.84,2.924,1.872,17.9428571428571,30.8518571428571,8.12471428571429,7.99314285714286,8.00214285714286,7.83185714285714,-0.784247801091285,-0.784911534898237
"85",17158,2017-07-24,"Exposure",3,3,9,900,3.5,1.943,"Rowley2",50,900,7.834932821,7.749295658623,7.61555167072408,7.62606049624462,17.42,30.774,2024.722,2116.046,7.73,876.68,2.066,1.324,18.0714285714286,30.9804285714286,7.82357142857143,7.69257142857143,7.70128571428571,7.52942857142857,-0.0742757699484287,-0.0752252180410942
"86",17166,2017-07-24,"Exposure",2,3,6,400,3.719,1.815,"Rowley2",50,400,7.644913628,7.559276465623,7.42553247772408,7.43604130324462,17.46,30.748,1944.704,2109.926,7.934,509.82,3.09,1.976,18.1285714285714,30.9281428571429,8.10485714285714,7.973,7.982,7.811,-0.545580677234142,-0.54595869675538
"87",17170,2017-07-24,"Exposure",4,2,11,2800,2.984,2.227,"Ipswich",50,2800,6.97696737,6.891330207623,6.75758621972408,6.76809504524462,17.7166666666667,30.8583333333333,2121.79333333333,2046.825,7.275,2745.51666666667,0.8,0.51,18.3571428571429,30.9518571428571,7.35071428571429,7.21957142857143,7.22828571428571,7.057,-0.459384078091286,-0.460190669041094
"88",17206,2017-07-24,"Exposure",3,2,8,900,1.771,3.015,"Ipswich",50,900,7.051823417,6.966186254623,6.83244226672408,6.84295109224462,17.44,30.754,2037.218,2110.614,7.676,988.86,1.83,1.172,18.0714285714286,30.9757142857143,7.82128571428571,7.69,7.69871428571429,7.52714285714286,-0.855099459662715,-0.855763193469666
"89",17210,2017-07-24,"Exposure",6,2,17,2800,5.615,2.613,"Ipswich",50,2800,6.815738964,6.730101801623,6.59635781372408,6.60686663924462,17.5666666666667,30.8866666666667,2193.19166666667,2148.97833333333,7.28666666666667,2608.58333333333,0.815,0.521666666666667,18.5571428571429,31.0187142857143,7.338,7.20642857142857,7.21514285714286,7.04314285714286,-0.607898198377,-0.608276217898237
"90",17218,2017-07-24,"Exposure",5,3,15,900,3.104,1.95,"Rowley2",50,900,7.650671785,7.565034622623,7.43129063472408,7.44179946024462,17.62,30.794,2039.974,2109.466,7.702,931.72,1.976,1.266,18.2285714285714,30.9662857142857,7.84071428571429,7.70914285714286,7.71785714285714,7.54642857142857,-0.275679663091285,-0.276057682612523
"91",17007,2017-08-22,"Exposure",1,2,2,400,2.934,1.425,"Rowley2",80,400,7.455279862,7.369642699623,7.23372118755706,7.24433161685671,18.1142857142857,30.8428571428571,1967.20142857143,2121.99428571429,7.89,582.785714285714,2.96142857142857,1.89857142857143,19.3666666666667,31.1625,8.09233333333333,7.9565,7.9655,7.78733333333333,-0.722690633710332,-0.721168383143291
"92",17012,2017-08-22,"Exposure",3,1,7,900,3.81,2.311,"Ipswich",80,900,7.472590883,7.386953720623,7.25103220855706,7.26164263785671,18.075,30.88875,2057.02125,2127.23,7.65375,1054.21375,1.81,1.16,19.7333333333333,31.1906666666667,7.83566666666667,7.69966666666667,7.70866666666667,7.53066666666667,-0.448712946043667,-0.447024028809957
"93",17019,2017-08-22,"Exposure",4,3,12,2800,3.974,2.059,"Rowley",80,2800,7.149451818,7.063814655623,6.92789314355706,6.93850357285671,18.0625,30.90625,2082.95,2139.0775,7.31,2480.9175,0.86875,0.5575,19.0166666666667,31.1791666666667,7.356,7.22,7.229,7.05116666666667,-0.292185344377,-0.29049642714329
"94",17027,2017-08-22,"Exposure",3,2,8,900,3.352,1.465,"Rowley2",80,900,7.55914599,7.473508827623,7.33758731555706,7.34819774485671,18.0714285714286,30.8142857142857,2049.63285714286,2122.62857142857,7.66428571428571,1028.42142857143,1.84142857142857,1.18142857142857,19.75,31.1961666666667,7.83766666666667,7.70183333333333,7.71083333333333,7.53266666666667,-0.364157839043667,-0.362635588476623
"95",17029,2017-08-22,"Exposure",5,1,13,900,3.175,2.009,"Ipswich",80,900,7.443739181,7.358102018623,7.22218050655706,7.23279093585671,17.9375,30.89375,1958.22625,2110.59375,7.64,1143.58125,1.8,1.15375,19.1833333333333,31.2303333333333,7.84383333333333,7.70783333333333,7.71683333333333,7.5385,-0.485731314710334,-0.484042397476624
"96",17079,2017-08-22,"Exposure",2,3,6,400,3.777,2.532,"Rowley",80,400,7.449509521,7.363872358623,7.22795084655706,7.23856127585671,17.8428571428571,30.8385714285714,1958.30285714286,2122.04142857143,7.92,530.078571428571,3.08,1.97285714285714,19.3166666666667,31.2303333333333,8.10166666666667,7.96566666666667,7.97466666666667,7.796,-0.737794308043666,-0.736105390809957
"97",17082,2017-08-22,"Exposure",3,3,9,900,3.922,2.529,"Rowley",80,900,7.553375649,7.467738486623,7.33181697455706,7.34242740385671,18.1,30.8285714285714,2040.30428571429,2126.59142857143,7.70428571428571,945.568571428571,2.01714285714286,1.29428571428571,19.7333333333333,31.1961666666667,7.8385,7.70266666666667,7.71166666666667,7.5335,-0.370761513376999,-0.369239262809957
"98",17094,2017-08-22,"Exposure",6,2,17,2800,5.072,2.536,"Ipswich",80,2800,7.172533179,7.086896016623,6.95097450455706,6.96158493385671,17.9125,30.89375,2213.4225,2158.3925,7.2525,2879.04625,0.77625,0.4975,19.3333333333333,31.2136666666667,7.36033333333333,7.22433333333333,7.23333333333333,7.055,-0.273437316710333,-0.271748399476623
"99",17099,2017-08-22,"Exposure",1,3,3,400,3.245,2.115,"Rowley",80,400,7.668782458,7.583145295623,7.44722378355706,7.45783421285671,18.1285714285714,30.8285714285714,1968.97571428571,2120.41285714286,7.88571428571429,581.157142857143,2.90285714285714,1.85857142857143,19.3666666666667,31.1623333333333,8.08683333333333,7.95083333333333,7.95983333333333,7.78166666666667,-0.503688037710333,-0.501999120476623
"100",17130,2017-08-22,"Exposure",6,3,18,2800,2.672,1.977,"Rowley",80,2800,7.097518754,7.011881591623,6.87596007955706,6.88657050885671,17.925,30.88875,2231.70875,2166.04375,7.22,3073.76125,0.71375,0.455,19.3166666666667,31.2136666666667,7.348,7.212,7.221,7.04283333333333,-0.336118408377,-0.33442949114329
"101",17145,2017-08-22,"Exposure",6,1,16,2800,3.369,1.82,"Ipswich",80,2800,6.9186382,6.833001037623,6.69707952555706,6.70768995485671,17.925,30.89875,2223.64625,2166.1425,7.2425,2909.24125,0.75625,0.485,19.3166666666667,31.2193333333333,7.35,7.21416666666667,7.22316666666667,7.0445,-0.516998962376999,-0.515476711809956
"102",17178,2017-08-22,"Exposure",4,2,11,2800,4.003,2.24,"Rowley2",80,2800,7.091748413,7.006111250623,6.87018973855706,6.88080016785671,18,30.8975,2122.83625,2075.1825,7.335,2562.86625,1.0375,0.66375,19.0166666666667,31.1791666666667,7.35516666666667,7.21916666666667,7.22816666666667,7.05033333333333,-0.349055416043666,-0.347366498809957
"103",17203,2017-08-22,"Exposure",2,1,4,400,2.355,1.714,"Ipswich",80,400,7.484131564,7.398494401623,7.26257288955706,7.27318331885671,17.7375,30.90625,1965.26875,2120.92625,7.9,556.6625,2.95375,1.8925,19.3166666666667,31.2303333333333,8.10433333333333,7.96833333333333,7.97733333333333,7.79883333333333,-0.705838931710333,-0.704150014476624
"104",17204,2017-08-22,"Exposure",5,3,15,900,4.272,2.345,"Rowley",80,900,7.518753606,7.433116443623,7.29719493155706,7.30780536085671,17.9857142857143,30.8428571428571,2040.45142857143,2118.39142857143,7.71,918.114285714286,2.03857142857143,1.30714285714286,19.1833333333333,31.2303333333333,7.8495,7.7135,7.7225,7.544,-0.416383556377,-0.41469463914329
"105",17208,2017-08-22,"Exposure",5,2,14,900,3.924,1.92,"Rowley2",80,900,7.189844201,7.104207038623,6.96828552655706,6.97889595585671,17.9714285714286,30.8528571428571,1907.01142857143,2123.12142857143,7.71714285714286,906.257142857143,2.06428571428571,1.32285714285714,19.2,31.2303333333333,7.84216666666667,7.70616666666667,7.71516666666667,7.53616666666667,-0.737959628043667,-0.736270710809957
"106",17211,2017-08-22,"Exposure",2,2,5,400,3.845,2.28,"Rowley2",80,400,7.709174841,7.623537678623,7.48761616655706,7.49822659585671,17.8428571428571,30.8342857142857,1964.65571428571,2113.36,7.88,586.681428571429,2.85857142857143,1.83,19.3166666666667,31.247,8.10066666666667,7.96466666666667,7.97366666666667,7.795,-0.477128988043667,-0.475440070809957
"107",17213,2017-08-22,"Exposure",4,1,10,2800,4.081,2.422,"Ipswich",80,2800,6.872475476,6.786838313623,6.65091680155706,6.66152723085671,17.9375,30.90125,2134.0725,2145.5175,7.34875,2431.36125,1.04625,0.6725,19.0166666666667,31.1848333333333,7.35316666666667,7.21716666666667,7.22616666666667,7.04833333333333,-0.566328353043667,-0.564639435809957
